"","cell_1","cell_2","cell_3","cell_4","cell_5","cell_6","cell_7","cell_8","cell_9","cell_10","cell_11","cell_12","cell_13","cell_14","cell_15","cell_16","cell_17","cell_18","cell_19","cell_20"
"L3MBTL4-AS1",0.67551,0,0.237953,0.865943,0.25423115,0.343288,0.2621098,0.366887,0.4202395,0.942351,2.019625,0.03150205,0.0691627,2.829345,0.470949,0.0955028,2.705205,0.180346,0,0
"LACC1",0,0.0154075,0,0,0,0,0,0,0,0,0,0,0,0,0.00837475,0,0,0,0,0
"LACE1",0,0,0,0,0.0234059,0,0,0,0,0,1.08353,0,0,0,0,0,0,0,0,0
"LACRT",0,0,0,0,13.2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LACTB",1.13775,1.79498,4.42575,1.0847805,5.077035,2.86092,2.474985,3.534605,1.0662095,4.56158,9.94415,3.21658,0.780242,1.131325,3.01768,0.402571,8.48734,0.343288,0.5783395,1.3202
"LACTB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616953,0,0.02351525,0,0
"LACTBL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAD1",0,0,0,0,0,0,0.129272,0.0169316,0,0,1.853465,0,0,0,0,0,0,0,0,0
"LAG3",0,0,0,0,0,0,0,1.39904,0,0,2.978445,0,0,0.214974,0,0,0,0,0,0
"LAGE3",0,0,0,0,0.1096265,1.87662,0,0,0,0,0,0,0,0.4788115,0.268321,2.325235,0,0,0,424.1275
"LAIR1",0.807469,0.488198,2.72095,1.134235,5.563585,1.10533,4.53324,5.8551,0.720893,2.33913,7.17756,4.257305,1.62937,1.1057415,3.910475,3.32157,5.06444,3.426775,3.47776,1.162753
"LAIR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LALBA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAMA1",0,0,0,0.0103426,0.0050225,0,0.138815,0,0.2789685,0,0.0284526,0,0,0,0,0,0.08696485,0,0,0
"LAMA2",0.577982,0.609072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAMA3",0,0,0,0,0.7024925,0,0.151393,0,0,0,0.4156685,0,0,1.054445,0,0,0,0,0,0.08408975
"LAMA4",0,0,0,0,0.0065701,0,0.00408477,0.01255865,0,0,0.0069775,0,0,0,0.0053289,0,0,0,0,0
"LAMA5",0,0.528405,0,0.10322065,0.453076,0,0.2043705,1.215925,0.509279,0,0.871143,0.1152025,0,0,3.482395,0,1.2813495,0,0,0.123616
"LAMA5-AS1",0,0,0,0,0,0,0,1.56193,0,0,0,0,0,0,0,0,0,0,0,0
"LAMB1",0,4.68088,0,0,0,1.97224,0.901847,0,0.01679305,0.2554435,0.0209717,0,0.0186331,0,0,0.009632,0,0,0,0.01073865
"LAMB2",0,0,0,0,1.67918,0,0.01445725,0,0,0,0.016999,0,0,0,0.05343345,0,0,0,0,0
"LAMB3",0,0,0,0,0.8055005,0,0.032522,0,0,0,0.16464975,0,0,0,0.1045371,0,0.1113947,0,0,0
"LAMB4",0,0,0,0,0.522567,0,0,0,0,0,0.01669335,0,0,0,0,0,0,0,0,0
"LAMC1",0,0,0,0,0.8311265,0.0276832,0.0874597,1.107851,0,0.0124402,0,0,0.0129358,0,0,0,0,0.00615665,0,0
"LAMC2",0.369323,0.136211,0.718488,0.812915,2.20975,1.92464,1.45548,1.58295,1.2756265,2.39408,3.651395,1.471415,0.124472,0.8253965,1.964815,0.332919,2.686795,0.0298971,1.828525,0.3028645
"LAMC3",0,0,0,7.027795,0.0373893,0,0.03398785,0.01876475,0,0,0.21545,0,0,0,0.0529981,0,0.03505405,0,0,0
"LAMP1",6.70074,144.331,0,0,0.0482618,0,0,9.17366,0,0,0.2988355,0,0,0,0.264653,0.2345133,0.04162655,0.23347585,0.03094215,0
"LAMP2",1.71908,0.49756,0.542666,1.15925,4.435205,3.88942,2.943445,4.129,13.3444,2.311145,11.70065,0.6984425,15.2655,2.160185,6.821015,0.763701,66.0013,44.96525,0.4157255,1.187685
"LAMP3",0.3688,0,0.216535,0.6786935,0.6876215,0.123265,0.960531,0.836588,0.0592984,0.3784585,2.21894,0.5308555,0.373941,1.31222,1.880195,0.01426355,2.895825,0.13376,0.527454,0.882714
"LAMP5",0,0,0,0,0,0,0.0446563,0.882829,0,0,0.586242,0,0,0,0,0,0,0,0,48.6762
"LAMP5-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAMTOR1",1.07947,0,159.65,196.6765,0.694493,0.650047,3.51833,9.381605,146.024,0,0.777964,0.724488,0.835275,0,19.23985,135.6025,0.16026,363.5385,89.05705,0
"LAMTOR2",10.9843,0.617693,1.95246,0,43.9232,0,0.2266195,1.0322805,0.6373735,0,2.43097,310.861,0,0,0,580.5635,0.2372495,0,104.2685,0
"LAMTOR3",0.102599,0,0.121811,0.115333,0.187479,0.0361478,0.02500095,0.253777,31.7866,0.277294,0.6988665,0,1.0521,0.0107542,19.542,0.311455,1.34828,1.880105,0.0227574,0
"LAMTOR4",0,0,0,175.9505,0,0,2.777695,30.98995,0,165.605,2.02468,0.377955,0,0.2129375,0,25.57055,37.15845,0.1960475,336.6715,670.8545
"LAMTOR5",165.236,0,3.75422,94.1635,0,35.9943,61.82855,0.1490025,315.4125,0.0883585,0.413134,420.558,201.287,371.171,0,729.1755,0.1496655,407.287,0.0939915,0
"LAMTOR5-AS1",0,0.461132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LANCL1",0,0,0,0,0,0.396195,0,4.744895,15.12045,0,0.03752935,2.214065,0,0.1172015,0,0.0152539,0,2.53714,0.0290368,0.0085422
"LANCL1-AS1",0,0,0.151417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LANCL2",0,0,0,0,0,0,0,9.58317,0.01156735,0,0.04913905,0,0.529557,0,15.39605,0,0.0229882,0,0,0
"LANCL3",0,0,0,0,0,0,0,0.26003565,0,0,0.4839135,0,0,0,0,0,0,0,0,0
"LAP3",0,0,0,0,0,0,0.01665155,0.03630515,0,0,0,0,0,0,0.0373838,0,0,0,0,0
"LAPTM4A",0.212484,0,0.367534,0,0.0516175,0,0,0.266429,37.6711,0.117619,5.32587,0,0.130095,0,18.96955,191.9095,6.41681,0.396095,0,0.0582235
"LAPTM4B",6.66548,0,7.48753,0.0575055,24.14035,5.79605,0.0967971,22.3071,0,0.277077,6.48186,16.6061,18.7206,164.532,0,412.3985,0.07826145,0.04522245,294.5695,0.07680615
"LAPTM5",0,0,0,0,0.03599625,0,0.128197,0.2060335,0.086038,0,1.312195,0,0,0.1164215,0.643225,0.1963455,1.912025,472.952,0.188252,0.54770055
"LARGE",0,0,0,0,0.2473565,0,0,0.0566396,46.41415,0.0145245,5.23301,0,0,0,112.772,0,0,0.03627825,0,0
"LARGE-AS1",0.124188,0,0,0,0,0,0.01609485,0,0,0,0.246212,0,0,0,0,0,0,0,0,0
"LARP1",0.126094,16.8671,23.7426,0.305687,1.290115,0.595814,13.62425,11.47425,101.6535,15.993,2.328635,65.48485,58.1115,30.59135,2.380645,70.94385,0.373126,87.9056,0.09675775,2.436415
"LARP1B",0,11.6631,0,0,0,0,0.596873,0,0,0.955286,2.457875,0,0,0,0,0,0,0,0.9397955,0
"LARP4",0.8797,0,1.43862,18.9378,3.647435,0.0241662,0.07821425,0.635234,0.0175121,0,2.337725,0.04058155,0.881425,0.084293,1.360265,25.375,0,0,0,0.00912015
"LARP4B",0.0390255,0,0.0469235,0.8445115,0.2060685,0,0.01445302,0.03709205,0,0.02930575,2.860355,1.455525,4.50007,0.01319695,4.253545,0.01143725,0.1402065,0.04372465,0,0.768253
"LARP6",0,0,0,0,0,0,0,13.8849,69.83805,0,7.74107,0,0,0,69.4907,0,0,0,3.468855,0.771784
"LARP7",18.679,4.81238,0.271401,0,0,1.7898,0,0.02789565,2.169435,0.0222936,2.03538,56.75705,0,0,12.2138,207.192,0,4.15717,0.03619965,13.44575
"LARS",0.158647,0.0671954,0.757663,0.04928335,4.14459,0.254931,0.191688,0.397776,0.2146045,1.355565,9.66012,5.786315,14.0056,0.0934676,0.296075,18.44145,7.01429,0.08709995,2.77722,0.0181248
"LARS2",5.25924,0,0,0.177672,0,0,0.308335,0,0,0,0,0,0,0,0,0,0.3833045,0,0,0
"LARS2-AS1",1.30096,0.659413,0.409924,1.135051,2.2713,1.06969,1.946465,1.404725,0.933366,1.0315205,5.64198,1.95824,1.93403,1.789945,3.01464,0.3533665,6.733895,0,0.405955,3.834445
"LAS1L",0,0,4.75179,0,0,0,0.0164511,0,0,1.118075,0.0339772,0,0,0,0,0,0.0969765,0,0,0
"LASP1",5.53332,0,0.0872199,0,0.0297903,0.177662,21.26515,17.76285,2.376315,0,0.0902574,0,0.114145,0.06860895,8.245865,0.01861375,1.351595,11.60755,81.7192,0.1849195
"LAT",0,0,0,0,0,0,0,0.11539785,0.1298635,0,0,0,0,0,0,0,0.066551,0,0,0
"LAT2",0.124422,0.0993857,0,0,0,0,0.2689085,0,0,0,0,0,0,0,0.0498068,0,0,0.077494,0.07448,0
"LATS1",11.4467,0.00968964,0.0501602,0.07005035,0.196123,0.0439852,0.02592035,10.545075,0,0,1.090439,0.407141,16.3984,0.02388925,0.07223885,0.00952575,0.0660987,0,0.01404055,0.0179998
"LATS2",0,0,0,0,0,0,0.187972,0,10.7885,0,0.0477418,0,0,0,0,65.60365,0,0,0,0
"LAX1",0.284302,0.271292,0.138409,0.811241,0.9895895,1.05057,0.9591165,1.826515,0.03169295,0.845448,2.79186,0.253773,0,0.463878,0.925713,1.379555,1.35141,0.0179087,0.2007615,0.0399829
"LAYN",0.0701509,0,0.057571,0,0,0,0,0.04849755,0,0,0.0493434,0,0,0,0,0,0.03784755,0,0,0
"LBH",0,0,0.172488,0.345908,11.57885,0,0.1380236,0.31008,135.903,2.17939,0.330827,1.1999025,84.7828,22.8707,0.699526,147.559,19.1823,143.7195,0.0861155,2.00188
"LBHD1",1.75844e-23,0,3.39299e-20,0,5.13035e-22,0,0,0.644463,5.43698,0,5.3286275e-16,0,0.143887,0,0,0,3.42289e-15,1.313925e-18,6.1822375e-18,2.253695e-17
"LBP",0,0,0,3.751615,0,0,0,0.0548355,0,0,0.928968,0,0,0,0,0,0,0,0,0
"LBR",3.16063,0,0,0,0,0,0,4.89093,0.03913865,0.06857325,0.2922635,0.00794845,2.91161,0,15.4034,1.34149,0.0288465,33.92575,31.8936,0.03416885
"LBX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBX1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBX2",0,0,0,0,0.765518,0,0,0.183207,0,0,2.243185,0,0,0,0,0,0,0,0,0
"LBX2-AS1",0,0,0,0,0,0,0,1.88764,0,0,1.611818,0,0,0,0,0,0,0,0,0
"LCA5",0.234868,0,4.72052,0,0,0,0,0.0105933,0,0.0157598,0,0.1680335,18.7848,0,0,0,0,0,0,0
"LCA5L",0,0,0,0,1.48656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCAT",0,0,0,0,0,157.396,0.03806045,1.1435,0,0,0,0,0,0,0,0,0,0.3778485,0,0.185011
"LCE1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCE1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCE1C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCE1D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCE1E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCE1F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCE2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCE2B",0,0,0,0,1.60354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCE2C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCE2D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCE3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCE3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCE3C",0,0,0,0,0,0,0,0,0,0,3.112075,0,0,0,0,0,0,0,0,0
"LCE3D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120349,0,0,0,0,0
"LCE3E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCE4A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCE5A",0,0,0,0,0,0,0,0,0,0,0,49.61015,0,0,0,0,0,0,0,0
"LCE6A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785225,0,0,0
"LCK",0,0,0,0,4.871055,0,0,0.3251285,0.077497,0,0.3442315,0,0,0.1022705,0.1626375,0,0.0486302,0.178656,0,0
"LCLAT1",0,0,0,0,0.0093151,0,0.0301128,0.12184885,1.195073,0,0.0307723,0,0,0,0,0,0,0,0,0
"LCMT1",10.9238,0.780773,0,0,0,9.60681,0,0,20.3145,0,29.1537,0,0,0,109.443,0.1131185,0,0,0,0
"LCMT1-AS1",0,0,0,0,0,34.9872,0,0,0,0,2.92369,0,0,0,29.72765,0,0,0,0,0
"LCMT1-AS2",0,0,0,0,0,0,0,0,0,0,11.0073,0,0,0,0.6508915,0,0.0679795,5.68508,0,0
"LCMT2",0,0,0,0,0,0,0,1.864335,0,0,5.150705,0,0,0.02700345,0,179.422,0,0,0,0
"LCN1",0,0,0,63.66625,3.896935,0,0.3733875,0,0,0,0.795891,0,0,0,0,0,0,0,0,0
"LCN10",0,0,0,0,0,0,0,0,0.084111,0,2.772185,0,0,0,0,0,0,0,0,0
"LCN12",0,0,0,0,0.4594545,0,0,0,0,0,0.8026685,0,0,0,30.44735,0,0,0,0,0
"LCN15",0,0,0,0,0,0,0,0,0,0,1.417524,0,0,0,0,0,0,0,0,0
"LCN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135938,0,0,0
"LCN6",0,0,0,0,5.647655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCN8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCN9",0,0,0,0,0,0,0,0,0,0,3.30211,0,0,0,0,0,0,0,0,0
"LCNL1",0,0,0,0,0,0,0,0,0,0,0.5971135,0,0,0,0,0,0,0,0,0
"LCOR",0,7.7585,0.413356,23.43055,5.009575,0,0.02248745,0.0243637,18.49415,0.0108343,3.4093,0.0137397,3.69502,0.941129,13.05135,23.16275,0.01261035,25.4537,6.250545,0.004475305
"LCORL",0,0,4.60525,0,0,0,0,0.745687,21.92925,7.401805,0.113228,0.0078662,0,0,12.59735,0.00665905,0,0,0,0
"LCP1",0,0,0,0,0.0543405,0,0.01054185,1.77545,0.086962,0,0.0662395,0,0,0.02988305,0.4491525,0.101405,0.122359,0.149273,0.0709735,0.240473
"LCP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.056239,0.0652655,0,0,0.0474061,0,0
"LCT",0,0,0,0,0,0,0,0.8917275,0,0,0,0,0,0,0,0,0,0,0,0
"LCTL",0.811522,0.699262,27.3314,0.306621,0.5980855,0.0967321,0.4705745,0.755341,0.6063905,0.3414085,1.432155,0.1696315,0.0452578,0,0.688652,0.588048,1.927145,0.04360635,0.0631982,0.23810585
"LDB1",212.391,60.8517,59.2763,0.050376,2.782035,1.73155,0.13695585,1.57928,38.63765,37.6811,0.531502,43.4737,0.485889,12.0869,0.08606845,0.843999,0.33145,453.3605,51.63045,234.015
"LDB2",0,0,0,0,9.047775,0,0,0,0,0,0.9360665,0,0,0,0,0,0,0.2058615,0,0
"LDB3",0.219648,0.276694,0.217556,0.2705475,0.5806675,1.42692,0.43062,0.93553,0.2207085,0.4442475,1.290535,0.5187655,0.225721,0.1563015,24.464,0.2359375,0.7810725,0.6322985,0.4077025,0.8652395
"LDHA",0,0,0,0.0271077,0,0.867461,0.3928855,0.0757945,7.63702,0.07685445,1.509886,0.01978315,0.850457,0,0.0348863,348.525,0.0589705,0.0449592,40.51635,0
"LDHAL6A",0,0.208878,0.254649,0.05041,0.740111,0,7.293285,0.577955,0,0,1.2169995,0,0.326829,0.02860105,0.5133785,0,0.4914235,0,0,0
"LDHAL6B",0,0,0,0,0,0,0,0,0,0,5.20924,0,0,0,0,0,0,0,0,0
"LDHB",6.00703,40.6106,112.374,22.6164,59.87845,3.87754,7.75917,39.25985,308.4935,155.325,15.10705,1.74374,11.5561,15.6458,71.8883,335.983,6.244815,61.78675,520.922,2.39378
"LDHC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LDHD",0,0,0,0,0,0,0,0,0,0,1.1592935,0,0,0,0,0,2.003825,0,0,0
"LDLR",2.91394,17.0365,1.15602,0.511679,2.99733,1.21978,1.93498,7.099595,1.361385,4.38816,7.272135,0.397006,3.38732,154.5765,5.9406,1.189485,8.19793,0.04543595,0.8457495,8.122375
"LDLRAD1",0.391766,0,0,0.08252875,1.28305,0.858166,0.1472729,0.2148765,0.10367,0,0.7880525,0.7199135,0.0662787,0,0.063176,0,0.7957965,0,0.6547625,0.0324508
"LDLRAD2",0,0,0,0,0,0,0,0.0125917,0,0,0,0,0,0,0,0,0.00804665,0,0,0
"LDLRAD3",0.40659,0.30728,0,0,0.4634095,0,0.174194,0.502925,0.045301,0.1036875,1.240995,0.7585825,0,0.10481385,0.07927545,1.26157,0.4189465,0.01230725,0,0.0548807
"LDLRAD4",0,0,0,0,0.0063697,0,0.317884,0.2780365,0,0,0.420536,0,0,0,0,2.259905,0,2.38036,0.0050242,0
"LDLRAD4-AS1",0,0,0,0,18.15735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LDLRAP1",0,0,0,0,0,0,0,0.0514681,0,0,0,0,0,0,0.0357519,0,0.02888415,0,0,0
"LDOC1",0,0,0,0,27.6841,0,0,0.0818605,55.43905,0,0,0,0,0.072218,59.37355,699.2555,7.118905,132.719,0,0
"LDOC1L",0,0.0335568,0.140376,0.381689,0.194368,0,0,0.0510252,16.65775,23.26755,0.6277705,0,0,1.038273,0,0,1.110985,80.2378,0,0.4553455
"LEAP2",0,0,0,0,0,14.3961,0,0,0.0774035,0,5.581885,0,0,0,0,0,0,0,0,0
"LECT1",0,0,0,0,0,0,0,0.160398,0,0,0,0,0,0,0,0,0,0,0,0
"LECT2",0,0,0,0,1.43389,0,0.0349627,0,0,0,0.0718125,0,0,0,0.1568665,0,0,0,0,0
"LEF1",0,0,0,0,0,0,0.0170138,0.2738375,0,0,0,0,0,0,0,0,0.03810425,0,0,1.209335
"LEF1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LEFTY1",0,0,0,0,0.2891325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LEFTY2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1011805,0,0,0,0,0,0
"LEKR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LELP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LEMD1",0,0,0,0,0,0,0,0,0,0,0.090738,0,0,0,0,0,0,0,30.0771,0
"LEMD1-AS1",1.90452,1.82275,0.983751,0.610387,4.96928,4.46845,5.78252,4.42698,0.397487,2.662115,5.11244,0.6544,1.20934,1.6939,2.435825,0.729855,4.71441,0.2849245,1.978625,1.401535
"LEMD2",0,0,0,0,0,0,0.14748535,0,1.432995,0,0.259544,0,0,0,0.04696735,20.47065,0.0428102,0,0.338321,0
"LEMD3",0,0.0172913,0.0383931,0.4343555,0.4671185,32.3687,0,3.445945,10.138525,28.77045,0.4231675,0,0,0.01132325,0,0,4.19862,0,0,0.0158006
"LENEP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LENG1",0,0,0,0,0,0,0,3.074605,0.110224,0,0.107029,0,0,0,0,0,0.5796205,0,0,2.227045
"LENG8",0,0,0.292806,0.3203085,0,0.250248,0.559264,0.1799846,24.8351,0,2.15051,0,7.14615,0,3.77822,0,1.204666,0,0,0.1405585
"LENG8-AS1",2.12303,0.798736,0.408431,0.954013,27.52285,1.34179,0.333515,8.03911,12.42885,0,9.654325,0,0.263485,0.5275165,0.3344415,0.090972,10.05113,7.34124,282.7325,1.24659
"LENG9",0,0,0,0,0,2.3847,0,0,3.208195,0,0,0,3.57885,0,0,0,0,0,0,0
"LEO1",0,0,0.405914,0.7933905,0,0,0,0.0445234,0,0.0259236,0.04294575,0,0.123935,15.7319,0,0,0,0.02475695,0,0
"LEP",0.106409,0.152474,0.19852,0.21712115,0.476636,0.202675,0.1814065,0.316694,0.04179325,1.70776,0.636121,0.0597825,0.0350656,0.14999035,0.1112279,0,0.3177675,0.0324334,0.2308315,0
"LEPR",1.1968,1.19042,0.83492,0.5885045,5.30223,2.90506,3.55373,6.788235,1.135525,2.40056,12.03996,0.03759115,2.43219,0.04644685,2.450685,10.05552,6.629865,0.04652975,1.569655,1.54474
"LEPROT",2.51622,0.35849,6.49605,0.9902435,5.51713,4.8422,2.953085,15.49995,3.20693,2.737295,16.9129,2.67006,3.03414,3.14166,2.35073,191.6325,7.38106,23.17205,3.89937,1.564265
"LEPROTL1",0,0,1.43411,0,4.30106,0,1.133875,2.80299,34.7972,0,3.48424,0,1.27196,0.01723005,0.5507685,0.02466015,0.320701,2.33874,0,0.0140613
"LETM1",1.40447,0.666098,13.5979,0.7159475,2.04717,10.4302,1.52606,3.01475,0.3490485,0.911534,7.22468,16.2018,1.0416,2.51574,0.8690385,1.113825,2.77345,4.50038,4.069945,3.85449
"LETM2",0.58993,0.332475,0.0936263,0.671324,2.809575,1.45085,1.0223515,4.199955,0.1221805,1.07693,8.08163,0.214334,0.0723588,1.04868,1.5471,0,3.384655,0.1385355,0.6869935,1.89334
"LETMD1",0,0,0,0,0,0,0.0406968,0,0,0,0,0,0.0862612,0,0,0,0,0,0.03370645,0
"LEUTX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LFNG",0,0,0,0,0.851967,0,7.20071,0.0476542,0,0,0.896636,0,0,0.351216,0.2449325,0.2464045,0.3652745,0,0,0
"LGALS1",17.5986,165.737,27.9015,5.863065,7.64442,62.5787,9.728495,2.3397,15.05305,17.7612,1.92068,11.58045,24.0869,0,0.31409,0.488356,0,8.4038,2.9488,35.0443
"LGALS12",0,0,0,0,1.47275,0,0,4.517315,0,0,0.0639226,0,0,0,0,0,1.398065,0,0,0
"LGALS13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGALS14",0,0,0,0,0,0,0,0.230855,0,0,2.307385,0,0,0.1066145,0,0,0,0,0,0
"LGALS16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1347275
"LGALS17A",0,0,0,0,0,0,0,1.37832,0,0,0,0,0,0,0,0,0,0,0,0
"LGALS2",0,0,0,0,0,0,0,0,0,0,1.313825,0,0,0,0,0,28.7648,0,0,0
"LGALS3",0,0,0,0.522497,0.2180795,0,0,0,0,0,0.02506485,0.0643505,120.648,0,0,0,0,125.5615,0,0.416332
"LGALS3BP",0,0,0,0,1.47765,0,0.441609,7.485265,29.8592,0,0.8983375,0,0,0.04370865,0,0,0,0.4033915,0,0
"LGALS4",0,0,0,0,0,0,0,0,0,0,0.361961,0,0,0,0,0,0,0,0,0
"LGALS7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGALS7B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGALS8",1.35559,0.0131761,0,0,0,0,0.004450995,0,0,0.0349194,0.0103457,0,0,0,0,0,0,0,0,0
"LGALS8-AS1",0,0,0,0,0,0,0,0,0,0,0.0194791,0,0,0,0,0,0,0,0,0
"LGALS9",0,0,0,0,0.03767665,0,0,0,0,0,0.536186,0,0,0,0.15815,0,0,0,0,0
"LGALS9B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGALS9C",0,0,0,0,0,0,0,0,0,0,0.059801,0,0,0,0,0,0,0,0,0
"LGALSL",0,0,1.07134,0,0,0,0,1.716025,0.0253186,0.0208639,4.55819,0,0.0344641,0.026025,0,10.267035,0,0,0,74.2327
"LGI1",0,0,0,0,1.77146,35.0566,0,0,0,0,0.0325355,0,0,0,0,37.34285,0,0,0,0
"LGI2",0,0,4.55266,0,0.00763915,0,0,0,61.29925,0,0.00872785,0,0.19236,0.07723965,0,0,0,0,10.26923,14.21055
"LGI3",0,0,0,0,3.571915,0,0,0.72105,3.579455,0,1.256455,0,0,0,0.0176489,0,0,0,4.24851,0
"LGI4",0.133135,0,0,0,11.432975,0,0,0,0,0,1.010385,0,0,0,0,0,0,0,0,0
"LGMN",1.8086,1.10069,2.29409,1.483651,4.925985,1.8455,3.20374,5.7216,1.306802,3.92918,7.168295,0.8027065,0.578392,6.051185,4.19416,0.408274,5.551505,0.3052075,1.08263,1.70581
"LGR4",0,0.0151108,0.0167756,0,0,0.101554,0.00583295,0.01200425,0,0,5.56018,0,0.0390677,0,0,0,0,0,2.80686,0
"LGR5",0,0,0,0,0,0,0,0,0,0,0.0206364,0,0,0,0,0,0,0,0,0
"LGR6",0,0,0,0,0.03638025,0,0.83162,0,0,2.02734,0.07258545,0,0,0,0.03489795,0,0.02213595,0,0,0
"LGSN",0.335964,0.0554214,0.0764873,0,0.558466,1.51301,0.248433,0.5282225,0.3396695,0.6393135,1.622365,0.01959845,0.0596336,0.8374055,0.1800655,0.186466,1.091808,0,0.2280965,0.158285
"LHB",0,0,0,0,0,0,0,0,0,0,25.0399,0,133.325,0,0,0,0.321875,0,0,0
"LHCGR",0,0,0,0,0,0,0,0.03078365,0,0,0,0,0,0,0,0,0,0,0,0
"LHFP",0,0.0639611,0.157092,0.4601065,0.1643475,0.245336,0.0747665,0.1821875,0.02430505,0.1322365,1.301155,14.87815,0.172004,6.84629,0.04449245,0,0.077134,80.39145,11.7255,1.44536
"LHFPL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LHFPL2",0,0,0,0,0,0,0,2.66482,0.01529425,0,0,0,0,0,0,0,0.0193449,0,0,0
"LHFPL3",0,0,0,0,0,0.0536337,0,0,0,0.02474805,0,0,0,0,0,0,0,0,0,0
"LHFPL3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LHFPL3-AS2",0,0,0.0849318,0,0.4341425,0,0,0,0,0,0,0,0,0,0,0,0.061459,0,0,0
"LHFPL4",0.2151,44.3773,133.72,0,15.1745,0,9.971175,0.6932735,3.12908,0,0.088054,3.92827,0,0,5.99936,33.9845,0.027179,0,74.7476,0.0467379
"LHFPL5",0.464879,0,0.124239,1.0615425,0.1211193,0.144142,0.288941,0.733896,0.342802,0.171611,0.418128,0.768658,0,0.334537,0.694148,0,0.385305,0,0.250874,0.326652
"LHPP",0,0,6.86009,52.66905,4.362465,17.1965,0,0,0,0,0,2.227085,0,0,1.864775,0,0,0,0,0
"LHX1",0,0,0,0,1.294255,0,0,0,0,0,2.58396,0,0,0,0,0,0,0,0.5212595,0
"LHX2",0,0,14.7054,2.76133,0,0,0,3.58632,0,0,0.6568155,0,0,0,0,0,0,0,0,0
